30	33	19	0	21	28	0	12	14	23	9	7	0	0
0	0	0	0	117	0	0	0	0	0	0	0	26	0
16	0	0	0	11	0	0	0	7	0	5	0	2	1
0	0	15	0	16	0	0	0	0	0	0	0	0	2
0	0	15	0	0	0	13	0	0	0	0	0	0	2
15	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	1	0	1	0	0	2	0	0	1	0
0	0	0	0	0	0	0	0	2	0	0	0	1	1
149	11	92	126	103	138	23	57	69	115	46	34	0	0
16	0	0	0	0	0	0	6	0	0	0	0	0	0
0	17	0	0	0	0	0	6	0	0	0	0	2	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0
