0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	0	0	0
0	0	0	0	0	1	2	1	10	2	1	0	1
7	2	11	0	0	7	2	0	16	1	3	2	1
26	1	9	0	2	52	13	21	18	0	6	3	1
1	0	0	0	0	1	2	2	7	0	0	0	0
3	0	0	4	0	3	1	0	0	0	0	0	0
13	1	5	3	0	3	6	1	3	0	1	0	0
0	0	3	0	0	0	0	0	0	0	2	0	0
